misra1,misra2,poet
ہر گھر کا دیا گل نہ کرو تم کہ نہ جانے ,کس بام سے خورشید قیامت نکل آئے ,Ahmad Faraz
جو درپئے پندار ہیں ان قتل گہوں سے ,جاں دے کے بھی سمجھو کہ سلامت نکل آئے ,Ahmad Faraz
اے ہم نفسو کچھ تو کہو عہد ستم کی ,اک حرف سے ممکن ہے حکایت نکل آئے ,Ahmad Faraz
یارو مجھے مصلوب کرو تم کہ مرے بعد ,شاید کہ تمہارا قد و قامت نکل آئے ,Ahmad Faraz
اپنوں نے تج دیا ہے تو غیروں میں جا کے بیٹھ ,اے خانماں خراب نہ تنہا شراب پی ,Ahmad Faraz
تو ہم سفر نہیں ہے تو کیا سیر گلستاں ,تو ہم سبو نہیں ہے تو پھر کیا شراب پی ,Ahmad Faraz
اے دل گرفتۂ غم جاناں سبو اٹھا ,اے کشتۂ جفائے زمانہ شراب پی ,Ahmad Faraz
اک مہرباں بزرگ نے یہ مشورہ دیا ,دکھ کا کوئی علاج نہیں جا شراب پی ,Ahmad Faraz
بادل گرج رہا تھا ادھر محتسب ادھر ,پھر جب تلک یہ عقدہ نہ سلجھا شراب پی ,Ahmad Faraz
اے تو کہ تیرے در پہ ہیں رندوں کے جمگھٹے ,اک روز اس فقیر کے گھر آ شراب پی ,Ahmad Faraz
دو جام ان کے نام بھی اے پیر میکدہ ,جن رفتگاں کے ساتھ ہمیشہ شراب پی ,Ahmad Faraz
کل ہم سے اپنا یار خفا ہو گیا فرازؔ ,شاید کہ ہم نے حد سے زیادہ شراب پی ,Ahmad Faraz
گئی رتوں کا تعلق بھی جان لیوا تھا ,بہت سے پھول نئے موسموں میں مرنے لگے ,Ahmad Faraz
وہ مدتوں کی جدائی کے بعد ہم سے ملا ,تو اس طرح سے کہ اب ہم گریز کرنے لگے ,Ahmad Faraz
غزل میں جیسے ترے خد و خال بول اٹھیں ,کہ جس طرح تری تصویر بات کرنے لگے ,Ahmad Faraz
بہت دنوں سے وہ گمبھیر خامشی ہے فرازؔ ,کہ لوگ اپنے خیالوں سے آپ ڈرنے لگے ,Ahmad Faraz
عشق خود اپنے رقیبوں کو بہم کرتا ہے ,ہم جسے پیار کریں جان زمانہ بن جائے ,Ahmad Faraz
اتنی شدت سے نہ مل تو کہ جدائی چاہیں ,یہی قربت تری دوری کا بہانہ بن جائے ,Ahmad Faraz
جو غزل آج ترے ہجر میں لکھی ہے وہ کل ,کیا خبر اہل محبت کا ترانہ بن جائے ,Ahmad Faraz
کرتا رہتا ہوں فراہم میں زر زخم کہ یوں ,شاید آئندہ زمانوں کا خزانہ بن جائے ,Ahmad Faraz
اس سے بڑھ کر کوئی انعام ہنر کیا ہے فرازؔ ,اپنے ہی عہد میں اک شخص فسانہ بن جائے ,Ahmad Faraz
وہ بت کہ دشمن دیں تھا بقول ناصح کے ,سوال سجدہ جب آیا تو در اسی کا رہا ,Ahmad Faraz
ہزار چارہ گروں نے ہزار باتیں کیں ,کہا جو دل نے سخن معتبر اسی کا رہا ,Ahmad Faraz
بہت سی خواہشیں سو بارشوں میں بھیگی ہیں ,میں کس طرح سے کہوں عمر بھر اسی کا رہا ,Ahmad Faraz
کہ اپنے حرف کی توقیر جانتا تھا فرازؔ ,اسی لیے کف قاتل پہ سر اسی کا رہا ,Ahmad Faraz
کسی دشمن کا کوئی تیر نہ پہنچا مجھ تک ,دیکھنا اب کے مرا دوست کماں کھینچتا ہے ,Ahmad Faraz
عہد فرصت میں کسی یار گزشتہ کا خیال ,جب بھی آتا ہے تو جیسے رگ جاں کھینچتا ہے ,Ahmad Faraz
دل کے ٹکڑوں کو کہاں جوڑ سکا ہے کوئی ,پھر بھی آوازۂ آئینہ گراں کھینچتا ہے ,Ahmad Faraz
انتہا عشق کی کوئی نہ ہوس کی کوئی ,دیکھنا یہ ہے کہ حد کون کہاں کھینچتا ہے ,Ahmad Faraz
کھنچتے جاتے ہیں رسن بستہ غلاموں کی طرح ,جس طرف قافلۂ عمر رواں کھینچتا ہے ,Ahmad Faraz
ہم تو رہوار زبوں ہیں وہ مقدر کا سوار ,خود ہی مہمیز کرے خود ہی عناں کھینچتا ہے ,Ahmad Faraz
رشتۂ تیغ و گلو اب بھی سلامت ہے فرازؔ ,اب بھی مقتل کی طرف دل سا جواں کھینچتا ہے ,Ahmad Faraz
کرے گا کون تری بے وفائیوں کا گلہ ,یہی ہے رسم زمانہ تو ہم بھی اب کے گئے ,Ahmad Faraz
مگر کسی نے ہمیں ہم سفر نہیں جانا ,یہ اور بات کہ ہم ساتھ ساتھ سب کے گئے ,Ahmad Faraz
اب آئے ہو تو یہاں کیا ہے دیکھنے کے لئے ,یہ شہر کب سے ہے ویراں وہ لوگ کب کے گئے ,Ahmad Faraz
گرفتہ دل تھے مگر حوصلہ نہ ہارا تھا ,گرفتہ دل میں مگر حوصلے بھی اب کے گئے ,Ahmad Faraz
تم اپنی شمع تمنا کو رو رہے ہو فرازؔ ,ان آندھیوں میں تو پیارے چراغ سب کے گئے ,Ahmad Faraz
عقل ہر بار دکھاتی تھی جلے ہاتھ اپنے ,دل نے ہر بار کہا آگ پرائی لے لے ,Ahmad Faraz
میں تو اس صبح درخشاں کو تونگر جانوں ,جو مرے شہر سے کشکول گدائی لے لے ,Ahmad Faraz
تو غنی ہے مگر اتنی ہیں شرائط تیری ,وہ محبت جو ہمیں راس نہ آئی لے لے ,Ahmad Faraz
ایسا نادان خریدار بھی کوئی ہوگا ,جو ترے غم کے عوض ساری خدائی لے لے ,Ahmad Faraz
اپنے دیوان کو گلیوں میں لیے پھرتا ہوں ,ہے کوئی جو ہنر زخم نمائی لے لے ,Ahmad Faraz
میری خاطر نہ سہی اپنی انا کی خاطر ,اپنے بندوں سے تو پندار خدائی لے لے ,Ahmad Faraz
اور کیا نذر کروں اے غم دل دار فرازؔ ,زندگی جو غم دنیا سے بچائی لے لے ,Ahmad Faraz
ہم تو بدنام محبت تھے سو رسوا ٹھہرے ,ناصحوں کو بھی مگر خلق خدا جانتی ہے ,Ahmad Faraz
کون طاقوں پہ رہا کون سر راہ گزر ,شہر کے سارے چراغوں کو ہوا جانتی ہے ,Ahmad Faraz
ہوس انعام سمجھتی ہے کرم کو تیرے ,اور محبت ہے کہ احساں کو سزا جانتی ہے ,Ahmad Faraz
ہمیں بھی عرض تمنا کا ڈھب نہیں آتا ,مزاج یار بھی سادہ ہے کیا کیا جائے ,Ahmad Faraz
کچھ اپنے دوست بھی ترکش بدوش پھرتے ہیں ,کچھ اپنا دل بھی کشادہ ہے کیا کیا جائے ,Ahmad Faraz
وہ مہرباں ہے مگر دل کی حرص بھی کم ہو ,طلب کرم سے زیادہ ہے کیا کیا جائے ,Ahmad Faraz
نہ اس سے ترک تعلق کی بات کر پائیں ,نہ ہمدمی کا ارادہ ہے کیا کیا جائے ,Ahmad Faraz
سلوک یار سے دل ڈوبنے لگا ہے فرازؔ ,مگر یہ محفل اعدا ہے کیا کیا جائے ,Ahmad Faraz
میرے جھوٹ کو کھولو بھی اور تولو بھی تم ,لیکن اپنے سچ کو بھی میزان میں رکھنا ,Ahmad Faraz
بزم میں یاروں کی شمشیر لہو میں تر ہے ,رزم میں لیکن تلوار کو میان میں رکھنا ,Ahmad Faraz
آج تو اے دل ترک تعلق پر تم خوش ہو ,کل کے پچھتاوے کو بھی امکان میں رکھنا ,Ahmad Faraz
اس موسم میں گل دانوں کی رسم کہاں ہے ,لوگو اب پھولوں کو آتش دان میں رکھنا ,Ahmad Faraz
رنگ گریہ نے دکھائی نہیں اگلی سی بہار ,اب کے لگتا ہے کہ آمیزش خوں کچھ کم ہے ,Ahmad Faraz
اب ترا ہجر مسلسل ہے تو یہ بھید کھلا ,غم دل سے غم دنیا کا فسوں کچھ کم ہے ,Ahmad Faraz
اس نے دکھ سارے زمانے کا مجھے بخش دیا ,پھر بھی لالچ کا تقاضا ہے کہوں کچھ کم ہے ,Ahmad Faraz
راہ دنیا سے نہیں دل کی گزر گاہ سے آ ,فاصلہ گرچہ زیادہ ہے پہ یوں کچھ کم ہے ,Ahmad Faraz
تو نے دیکھا ہی نہیں مجھ کو بھلے وقتوں میں ,یہ خرابی کہ میں جس حال میں ہوں کچھ کم ہے ,Ahmad Faraz
آگ ہی آگ مرے قریۂ تن میں ہے فرازؔ ,پھر بھی لگتا ہے ابھی سوز دروں کچھ کم ہے ,Ahmad Faraz
وہ تو دنیا کو مری دیوانگی خوش آ گئی ,تیرے ہاتھوں میں وگرنہ پہلا پتھر دیکھتا ,Ahmad Faraz
آنکھ میں آنسو جڑے تھے پر صدا تجھ کو نہ دی ,اس توقع پر کہ شاید تو پلٹ کر دیکھتا ,Ahmad Faraz
میری قسمت کی لکیریں میرے ہاتھوں میں نہ تھیں ,تیرے ماتھے پر کوئی میرا مقدر دیکھتا ,Ahmad Faraz
زندگی پھیلی ہوئی تھی شام ہجراں کی طرح ,کس کو اتنا حوصلہ تھا کون جی کر دیکھتا ,Ahmad Faraz
ڈوبنے والا تھا اور ساحل پہ چہروں کا ہجوم ,پل کی مہلت تھی میں کس کو آنکھ بھر کر دیکھتا ,Ahmad Faraz
تو بھی دل کو ایک خوں کی بوند سمجھا ہے فرازؔ ,آنکھ اگر ہوتی تو قطرے میں سمندر دیکھتا ,Ahmad Faraz
گلیوں میں بارود کی بو ,یا پھر خون مہکتا ہے ,Ahmad Faraz
سب کے بازو یخ بستہ ,سب کا جسم دہکتا ہے ,Ahmad Faraz
ایک سفر وہ ہے جس میں ,پاؤں نہیں دل تھکتا ہے ,Ahmad Faraz
جب خواب ہوئیں اس کی آنکھیں جب دھند ہوا اس کا چہرہ ,ہر اشک ستارہ اس شب تھا ہر زخم انگارہ اس دن تھا ,Ahmad Faraz
سب یاروں کے ہوتے سوتے ہم کس سے گلے مل کر روتے ,کب گلیاں اپنی گلیاں تھیں کب شہر ہمارا اس دن تھا ,Ahmad Faraz
جب تجھ سے ذرا غافل ٹھہرے ہر یاد نے دل پر دستک دی ,جب لب پہ تمہارا نام نہ تھا ہر دکھ نے پکارا اس دن تھا ,Ahmad Faraz
اک تم ہی فرازؔ نہ تھے تنہا اب کے تو بلا واجب آئی ,اک بھیڑ لگی تھی مقتل میں ہر درد کا مارا اس دن تھا ,Ahmad Faraz
یہ لوگ کیا ہیں کہ دو چار خواہشوں کے لیے ,تمام عمر کا پندار بیچ دیتے ہیں ,Ahmad Faraz
جنون زینت آرائش مکاں کے لیے ,کئی مکیں در و دیوار بیچ دیتے ہیں ,Ahmad Faraz
ذرا بھی نرخ ہو بالا تو تاجران حرم ,گلیم و جبہ و دستار بیچ دیتے ہیں ,Ahmad Faraz
بس اتنا فرق ہے یوسف میں اور مجھ میں فرازؔ ,کہ اس کو غیر مجھے یار بیچ دیتے ہیں ,Ahmad Faraz
سخت تاریک ہے دل کی دنیا ,ایسے عالم میں اگر تو چمکے ,Ahmad Faraz
ہم نے دیکھا سر بازار وفا ,کبھی موتی کبھی آنسو چمکے ,Ahmad Faraz
شرط ہے شدت احساس جمال ,رنگ تو رنگ ہے خوشبو چمکے ,Ahmad Faraz
آنکھ مجبور تماشا ہے فرازؔ ,ایک صورت ہے کہ ہر سو چمکے ,Ahmad Faraz
تمام دولت جاں ہار دی محبت میں ,جو زندگی سے لیے تھے ادھار کیا اتریں ,Ahmad Faraz
ہزار جام سے ٹکرا کے جام خالی ہوں ,جو آ گئے ہیں دلوں میں غبار کیا اتریں ,Ahmad Faraz
بسان خاک سر کوئے یار بیٹھے ہیں ,اب اس مقام سے ہم خاکسار کیا اتریں ,Ahmad Faraz
نہ عطر و عود نہ جام و سبو نہ ساز و سرور ,فقیر شہر کے گھر شہریار کیا اتریں ,Ahmad Faraz
ہمیں مجال نہیں ہے کہ بام تک پہنچیں ,انہیں یہ عار سر رہ گزار کیا اتریں ,Ahmad Faraz
جو زخم داغ بنے ہیں وہ بھر گئے تھے فرازؔ ,جو داغ زخم بنے ہیں وہ یار کیا اتریں ,Ahmad Faraz
ہزار شکر کہ ہم اہل حرف زندہ نے ,مجاوران ادب سے سند نہیں مانگی ,Ahmad Faraz
بہت ہے لمحۂ موجود کا شرف بھی مجھے ,سو اپنے فن سے بقائے ابد نہیں مانگی ,Ahmad Faraz
قبول وہ جسے کرتا وہ التجا نہیں کی ,دعا جو وہ نہ کرے مسترد نہیں مانگی ,Ahmad Faraz
میں اپنے جامۂ صد چاک سے بہت خوش ہوں ,کبھی عبا و قبائے خرد نہیں مانگی ,Ahmad Faraz
شہید جسم سلامت اٹھائے جاتے ہیں ,جبھی تو گور کنوں سے لحد نہیں مانگی ,Ahmad Faraz
میں سر برہنہ رہا پھر بھی سر کشیدہ رہا ,کبھی کلاہ سے توقیر قد نہیں مانگی ,Ahmad Faraz
عطائے درد میں وہ بھی نہیں تھا دل کا غریب ,فرازؔ میں نے بھی بخشش میں حد نہیں مانگی ,Ahmad Faraz
کنج غربت میں کبھی گوشۂ زنداں میں تھے ہم ,جان جاں جب بھی ترے آنے کا موسم آیا ,Ahmad Faraz
اب لہو رونے کی خواہش نہ لہو ہونے کی ,دل زندہ ترے مر جانے کا موسم آیا ,Ahmad Faraz
کوچۂ یار سے ہر فصل میں گزرے ہیں مگر ,شاید اب جاں سے گزر جانے کا موسم آیا ,Ahmad Faraz
کوئی زنجیر کوئی حرف خرد لے آیا ,فصل گل آئی کہ دیوانے کا موسم آیا ,Ahmad Faraz
سیل خوں شہر کی گلیوں میں در آیا ہے فرازؔ ,اور تو خوش ہے کہ گھر جانے کا موسم آیا ,Ahmad Faraz
کس چاہت سے زہر تمنا مانگا تھا ,اور اب ہاتھوں میں ساغر افسوس کا ہے ,Ahmad Faraz
اک دہلیز پہ جا کر دل خوش ہوتا تھا ,اب تو شہر میں ہر اک در افسوس کا ہے ,Ahmad Faraz
ہم نے عشق گناہ سے برتر جانا تھا ,اور دل پر پہلا پتھر افسوس کا ہے ,Ahmad Faraz
قربت کے اس پیڑ کی شاخوں پر دیکھو ,پھول اداسی کا ہے ثمر افسوس کا ہے ,Ahmad Faraz
ہار کے دکھ سے پچھتاوا بڑھ کر ہے فرازؔ ,دکھ کا نہیں افسوس مگر افسوس کا ہے ,Ahmad Faraz
مجھے وفا کی طلب ہے مگر ہر اک سے نہیں ,کوئی ملے مگر اس یار بے وفا کی طرح ,Ahmad Faraz
مرے وجود کا صحرا ہے منتظر کب سے ,کبھی تو آ جرس غنچہ کی صدا کی طرح ,Ahmad Faraz
وہ اجنبی تھا تو کیوں مجھ سے پھیر کر آنکھیں ,گزر گیا کسی دیرینہ آشنا کی طرح ,Ahmad Faraz
کشاں کشاں لیے جاتی ہے جانب منزل ,نفس کی ڈور بھی زنجیر بے صدا کی طرح ,Ahmad Faraz
فرازؔ کس کے ستم کا گلا کریں کس سے ,کہ بے نیاز ہوئی خلق بھی خدا کی طرح ,Ahmad Faraz
دیکھا جسے بھی اس کی محبت میں مست تھا ,جیسے تمام شہر ہو دارو پیے ہوئے ,Ahmad Faraz
تکرار بے سبب تو نہ تھی رند و شیخ میں ,کرتے بھی کیا شراب تھے ہر دو پیے ہوئے ,Ahmad Faraz
پھر کیا عجب کہ لوگ بنا لیں کہانیاں ,کچھ میں نشے میں چور تھا کچھ تو پیے ہوئے ,Ahmad Faraz
یوں ان لبوں کے مس سے معطر ہوں جس طرح ,وہ نو بہار ناز تھا خوشبو پیے ہوئے ,Ahmad Faraz
یوں ہو اگر فرازؔ تو تصویر کیا بنے ,اک شام اس کے ساتھ لب جو پیے ہوئے ,Ahmad Faraz
قیس کو دوش نہ دو رکھیو نہ فرہاد کو نام ,انہی لوگوں سے محبت کی ادا زندہ تھی ,Ahmad Faraz
شہر بیمار کے ہر کوچہ و بام و در پر ,ہم بھی مرتے تھے کہ جب خلق خدا زندہ تھی ,Ahmad Faraz
بجھ گئیں شمعیں تو دم توڑ گئے جھونکے بھی ,جس طرح زہر رقابت سے ہوا زندہ تھی ,Ahmad Faraz
یاد ایام کہ صحرائے محبت میں فرازؔ ,جرس قافلۂ دل کی صدا زندہ تھی ,Ahmad Faraz
دیکھا مجھے تو ترک تعلق کے باوجود ,وہ مسکرا دیا یہ ہنر بھی اسی کا تھا ,Ahmad Faraz
آنکھیں کشاد و بست سے بدنام ہو گئیں ,سورج اسی کا خواب سحر بھی اسی کا تھا ,Ahmad Faraz
خنجر در آستیں ہی ملا جب کبھی ملا ,وہ تیغ کھینچتا تو یہ سر بھی اسی کا تھا ,Ahmad Faraz
